2025. 11. 17 오후 9:28:00,여,22,대학교 재학(전문대학 포함),,,,예,X(구 트위터),가끔씩 (2~5회),30분~1시간 미만,공통 관심사 기반 친목,5,3,2,2,2,4,3,2,2,2,2,2,2,2,3,4,2,4,3,3,4,3,3,3,4,3,4,3,3,4,4,3,4,3,4,4,4,4,3,4,3,3,3,4,3,4,4,4,1,1,1,2,4,4,5,2,3,1,1,1
2025. 11. 17 오후 9:29:13,남,21,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),2~4시간 미만,공통 관심사 기반 친목,3,3,2,3,3,4,3,4,4,3,4,4,3,3,4,4,5,4,3,4,4,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,2,3,4,4,4,4,3,3,3
2025. 11. 17 오후 9:40:27,남,22,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,개인의 일상생활/관심사 기록,17,2,2,1,1,1,4,2,2,2,4,4,4,3,3,3,3,1,1,1,1,3,1,2,3,2,3,2,1,1,4,4,4,3,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,3,3,4,3,2
2025. 11. 17 오후 9:48:42,남,21,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),2~4시간 미만,단순한 시간 소모,5,3,2,3,3,3,4,3,5,5,5,5,1,4,4,5,4,3,3,4,3,3,3,2,2,3,3,2,3,3,4,3,4,3,3,5,3,3,2,2,2,4,3,5,3,2,1,3,3,3,3,3,3,3,4,3,5,3,3,3
2025. 11. 17 오후 9:49:07,남,22,대학교 재학(전문대학 포함),,,,예,인스타그램,가끔씩 (2~5회),30분~1시간 미만,단순한 시간 소모,5,1,2,1,1,1,5,3,5,5,4,5,1,5,5,4,2,1,3,3,5,3,3,3,3,1,1,3,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,2,1,4,4,5,4,5,4,5,5
2025. 11. 17 오후 9:49:08,남,21,대학교 재학(전문대학 포함),,,,예,인스타그램,필요시 검색,30분~1시간 미만,개인의 일상생활/관심사 기록,9,3,2,3,1,5,5,1,5,3,5,5,3,5,3,2,5,1,4,5,3,3,1,1,2,4,3,4,1,2,5,3,5,1,1,4,4,4,3,2,3,4,3,5,4,3,2,2,1,1,1,2,3,1,3,3,3,1,1,1
2025. 11. 17 오후 9:52:57,여,21,대학교 재학(전문대학 포함),,,,예,X(구 트위터),가끔씩 (2~5회),30분~1시간 미만,공통 관심사 기반 친목,5,1,2,1,1,4,3,4,3,3,5,5,4,2,3,4,5,2,3,4,1,1,1,1,3,3,4,2,1,2,4,3,2,3,2,5,3,4,2,1,3,1,1,1,1,1,2,1,1,1,1,3,2,1,3,2,2,1,2,1
2025. 11. 17 오후 10:08:45,남,21,대학교 재학(전문대학 포함),,,,예,인스타그램,가끔씩 (2~5회),30분~1시간 미만,개인의 일상생활/관심사 기록,0,1,2,1,1,2,4,1,2,1,3,1,5,2,4,3,3,2,1,2,2,4,1,1,1,4,3,4,1,1,4,4,4,2,1,5,4,2,2,3,2,1,1,1,2,1,2,2,1,1,3,2,2,1,2,4,4,2,2,1
2025. 11. 17 오후 10:25:22,남,21,고등학교 졸업,,,,예,X(구 트위터),필요시 검색,10분 미만,개인의 일상생활/관심사 기록,0,3,2,2,1,4,3,1,3,3,2,3,2,2,4,4,3,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025. 11. 17 오후 10:25:37,남,26,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,단순한 시간 소모,3,4,2,2,1,5,4,2,4,5,5,5,2,2,3,1,5,5,4,4,5,5,3,4,4,3,4,2,2,4,5,2,5,4,4,5,5,5,4,4,5,5,5,5,2,4,3,4,4,4,3,3,2,2,4,2,2,4,4,4
2025. 11. 17 오후 10:34:46,여,23,대학교 졸업(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,개인의 일상생활/관심사 기록,5,4,2,1,1,4,4,2,2,2,5,4,4,4,2,2,2,5,4,4,4,4,1,2,2,3,3,2,1,4,4,4,5,4,2,5,4,5,1,2,2,4,4,5,4,4,4,4,2,2,2,3,3,4,4,4,4,4,4,1
2025. 11. 17 오후 10:39:44,남,22,대학교 재학(전문대학 포함),,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),2~4시간 미만,단순한 시간 소모,6,1,2,1,1,3,5,2,3,2,4,4,3,4,1,4,4,1,1,1,1,1,1,1,1,4,3,4,1,1,5,5,5,1,1,3,3,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1
2025. 11. 17 오후 10:40:54,여,21,대학교 재학(전문대학 포함),,,,예,X(구 트위터),수시로 접속 (10회 이상),1~2시간 미만,개인의 일상생활/관심사 기록,0,2,2,1,1,3,3,1,2,1,4,4,4,3,3,4,5,5,2,1,2,2,3,3,3,4,3,4,3,3,4,2,4,3,2,5,2,2,2,2,2,1,1,1,2,4,3,3,2,2,2,2,3,2,3,3,4,2,2,2
2025. 11. 17 오후 10:46:16,남,24,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,개인의 일상생활/관심사 기록,5,4,2,2,2,4,3,4,4,3,4,4,3,4,4,2,3,2,4,3,3,4,2,2,3,4,3,3,2,3,2,3,4,3,3,4,3,3,2,2,3,2,2,3,4,3,3,3,3,3,3,3,4,2,4,4,5,3,3,3
2025. 11. 17 오후 10:56:38,여,20,대학교 재학(전문대학 포함),,,,예,인스타그램,가끔씩 (2~5회),30분~1시간 미만,단순한 시간 소모,5,2,2,1,1,3,4,2,3,2,4,4,2,3,4,5,4,2,1,3,2,3,1,1,1,3,3,4,2,2,3,1,4,1,1,4,4,3,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,3,4,3,1,1,1
2025. 11. 17 오후 11:00:31,남,21,대학교 재학(전문대학 포함),,,,예,블로그,필요시 검색,10분 미만,개인의 일상생활/관심사 기록,3,2,2,1,1,1,3,1,4,4,4,5,3,1,2,3,2,1,1,3,2,3,1,1,1,3,3,4,1,1,4,3,2,1,1,4,3,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025. 11. 17 오후 11:03:27,남,19,대학교 재학(전문대학 포함),,,,예,인스타그램,필요시 검색,10분 미만,단순한 시간 소모,0,1,2,1,1,1,5,1,5,5,5,5,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1
2025. 11. 17 오후 11:04:44,남,23,대학교 졸업(전문대학 포함),,,,예,인스타그램,가끔씩 (2~5회),1~2시간 미만,사업·업무·학업 정보 획득,5,5,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,2,3,2,2,3,3,3,3,3,4,3,3,3,3,2,3,3,2,3
2025. 11. 17 오후 11:10:48,남,24,대학교 재학(전문대학 포함),,,,예,인스타그램,가끔씩 (2~5회),10분 미만,개인의 일상생활/관심사 기록,5,1,2,1,1,1,5,2,3,1,1,2,3,4,4,4,4,4,5,5,5,5,3,4,4,4,4,4,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,2,3,3,3,3,4,4,4,4,4,4,4
2025. 11. 17 오후 11:35:42,여,23,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,사업·업무·학업 정보 획득,10,3,2,2,2,4,4,3,4,3,5,5,2,3,5,4,4,4,3,4,3,4,3,3,3,2,3,4,3,3,4,3,2,3,3,4,3,4,3,3,3,4,4,5,3,3,2,3,2,2,1,2,2,2,4,4,5,3,3,3
2025. 11. 17 오후 11:58:51,남,25,대학교 졸업(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),30분~1시간 미만,단순한 시간 소모,5,4,2,4,4,4,2,2,2,2,4,4,5,2,1,2,4,1,4,2,2,4,2,2,2,2,2,1,4,4,4,4,4,2,2,4,4,4,2,2,2,4,4,4,2,2,2,2,2,4,4,2,2,2,4,4,4,2,2,2
2025. 11. 18 오전 1:11:45,여,21,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,단순한 시간 소모,1,2,2,2,1,4,4,2,2,3,3,4,4,2,4,4,4,3,2,2,3,3,2,2,4,4,3,4,2,2,4,4,4,3,3,4,4,3,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,4,2,4,3,2,2
2025. 11. 18 오전 1:20:53,남,22,대학교 재학(전문대학 포함),,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),2~4시간 미만,단순한 시간 소모,4,3,2,2,1,5,4,4,4,5,5,5,1,2,5,5,3,2,4,4,4,4,2,2,5,4,3,3,2,2,5,4,4,3,3,5,5,4,4,3,4,4,4,4,2,3,3,3,2,2,3,2,2,3,3,3,4,3,3,2
2025. 11. 18 오전 1:56:07,여,21,대학교 재학(전문대학 포함),,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),5시간 이상,단순한 시간 소모,5,5,2,4,5,4,4,4,4,5,3,3,1,4,5,5,3,5,5,4,4,4,4,5,3,2,3,4,5,3,4,2,4,5,4,4,3,4,4,4,5,5,5,5,5,4,5,5,4,3,4,4,5,4,5,4,4,5,5,5
2025. 11. 18 오전 2:33:05,남,20,대학교 재학(전문대학 포함),,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),5시간 이상,단순한 시간 소모,0,1,2,1,1,2,4,1,4,3,2,2,4,1,2,2,3,1,4,4,1,2,1,1,1,4,3,3,1,1,4,4,5,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
2025. 11. 18 오전 7:50:42,남,23,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),2~4시간 미만,단순한 시간 소모,5,2,2,2,2,4,3,1,4,2,4,4,2,4,3,4,4,1,3,3,1,4,1,1,2,4,3,5,1,4,4,2,4,2,1,2,1,2,1,1,1,3,1,4,3,1,1,1,1,1,1,1,3,2,3,4,4,1,1,1
2025. 11. 18 오전 8:38:13,여,21,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,최신 트렌드 파악,3,4,2,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,3,3,3,3,3,4,3,4,4,3,3,3,3,4,4,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3
2025. 11. 18 오전 10:19:18,여,34,대학교 재학(전문대학 포함),,,,예,인스타그램,가끔씩 (2~5회),1~2시간 미만,단순한 시간 소모,5,2,2,2,1,4,4,4,5,3,5,5,3,3,4,3,1,2,5,5,2,2,3,3,2,2,2,3,2,2,4,3,5,4,3,2,2,4,3,3,2,5,5,5,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1
2025. 11. 18 오후 12:16:35,남,34,대학교 졸업(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),2~4시간 미만,최신 트렌드 파악,10,2,2,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,4,4,3,3,3,2,4,3,2,4,1,2,2,3,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3
2025. 11. 18 오후 12:31:04,남,35,대학교 졸업(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,단순한 시간 소모,7,2,2,1,1,3,5,2,5,3,3,3,2,5,4,5,3,2,1,3,1,1,1,1,2,3,3,1,1,1,4,3,1,2,2,4,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,2,5,5,1,1,1
2025. 11. 18 오후 12:33:03,남,30,대학교 졸업(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),30분~1시간 미만,공통 관심사 기반 친목,5,1,2,1,1,2,4,2,4,2,5,4,2,1,4,2,1,4,3,2,1,4,1,1,4,5,2,5,1,1,4,2,5,1,1,5,4,4,1,1,1,1,1,1,3,2,1,4,3,3,2,2,4,1,4,4,4,3,1,1
2025. 11. 18 오후 12:37:51,남,35,대학원 이상,,,,예,인스타그램,가끔씩 (2~5회),30분~1시간 미만,개인의 일상생활/관심사 기록,8,2,2,1,2,2,3,3,4,2,3,4,4,3,4,4,4,1,1,1,1,1,1,2,1,5,5,5,1,1,3,4,5,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1
2025. 11. 18 오후 12:40:07,남,34,고등학교 졸업,,,,예,인스타그램,수시로 접속 (10회 이상),30분~1시간 미만,개인의 일상생활/관심사 기록,9,1,2,2,2,2,2,3,2,4,2,4,4,4,5,3,1,4,4,4,4,3,3,3,2,2,4,4,2,4,4,4,5,3,3,4,4,4,3,3,3,5,5,4,4,2,2,3,4,3,3,1,1,1,4,4,4,3,4,3
2025. 11. 18 오후 12:58:50,남,30,대학교 졸업(전문대학 포함),,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),4~5시간 미만,개인의 일상생활/관심사 기록,6,4,2,2,2,3,4,4,4,3,4,5,3,4,4,3,4,4,4,3,2,3,3,3,3,2,2,3,3,3,4,4,3,3,3,4,3,4,2,2,2,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,4,2,2,2
2025. 11. 18 오후 1:00:02,여,35,대학교 졸업(전문대학 포함),,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),5시간 이상,최신 트렌드 파악,5,3,2,2,3,4,3,1,1,1,3,2,5,4,3,3,2,2,4,2,2,1,1,3,1,2,2,1,2,3,2,1,4,1,1,2,3,2,3,1,2,5,3,4,2,3,3,3,2,2,3,2,3,1,2,4,4,2,2,1
2025. 11. 18 오후 1:05:40,남,35,고등학교 졸업,,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),30분~1시간 미만,단순한 시간 소모,7,1,2,1,2,3,4,1,1,1,1,1,5,1,1,1,4,2,1,1,1,1,1,1,1,4,4,2,1,1,5,2,4,1,1,5,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025. 11. 18 오후 1:07:10,남,31,대학교 졸업(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,사업·업무·학업 정보 획득,6,1,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,4,4,4,4,3,3,3,1,2,1,1,1,5,5,4,2,2,4,3,3,3,3,3,5,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
2025. 11. 18 오후 1:09:50,남,35,대학교 졸업(전문대학 포함),,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),2~4시간 미만,단순한 시간 소모,6,3,2,3,4,4,3,2,3,4,4,4,1,3,4,5,2,5,2,4,4,3,2,1,1,5,3,5,4,3,2,1,2,2,2,5,4,3,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,3,4,5,5,4,4,1
2025. 11. 18 오후 1:09:58,남,30,고등학교 졸업,,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),2~4시간 미만,공통 관심사 기반 친목,8,3,2,2,2,2,4,3,4,2,4,4,4,2,2,2,2,2,3,2,2,3,1,2,4,2,2,2,2,2,4,4,4,2,4,2,2,3,4,4,4,3,3,3,4,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2
2025. 11. 18 오후 1:35:29,남,29,대학교 졸업(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,개인의 일상생활/관심사 기록,10,1,2,1,1,1,1,1,1,1,1,1,1,3,4,2,5,5,5,3,4,3,2,2,2,3,3,4,1,1,5,5,5,4,2,4,4,4,3,2,3,4,5,5,4,3,3,3,2,2,2,2,2,2,4,4,5,3,3,3
2025. 11. 18 오후 1:37:26,남,28,대학교 졸업(전문대학 포함),,,,예,인스타그램,가끔씩 (2~5회),30분~1시간 미만,개인의 일상생활/관심사 기록,4,1,2,1,1,3,3,2,3,1,4,5,4,5,3,2,2,3,3,3,3,3,2,2,2,3,2,3,2,2,5,3,4,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,3,2,1,3,3,4,3,3,3,3,3,2
2025. 11. 18 오후 3:17:07,남,28,대학교 졸업(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),30분~1시간 미만,개인의 일상생활/관심사 기록,6,2,2,1,1,3,5,1,1,1,2,2,4,3,3,1,3,3,1,3,2,2,1,1,2,4,4,4,1,1,1,4,4,2,1,1,1,2,2,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,2,4,2,3,1
2025. 11. 18 오후 3:21:50,남,21,대학교 졸업(전문대학 포함),,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),1~2시간 미만,개인의 일상생활/관심사 기록,6,2,2,2,2,3,4,1,1,1,1,1,5,2,2,3,2,4,3,4,2,3,2,2,3,2,3,5,3,2,4,3,4,2,2,2,2,3,4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2025. 11. 18 오후 3:27:59,남,34,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,개인의 일상생활/관심사 기록,10,3,2,2,1,4,5,2,4,1,3,4,1,4,4,4,2,4,4,4,4,4,4,4,4,5,5,4,4,4,4,1,2,4,3,4,4,4,4,4,3,4,4,4,4,2,4,4,3,3,4,2,4,4,4,4,4,4,2,4
2025. 11. 18 오후 3:40:05,남,31,대학교 졸업(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,단순한 시간 소모,5,1,2,1,1,1,4,1,1,1,3,3,5,2,3,2,4,2,4,4,2,4,2,2,2,2,2,2,1,1,4,4,3,3,2,4,3,4,3,2,2,4,4,4,2,3,3,3,3,3,3,3,3,2,4,4,4,3,3,2
2025. 11. 18 오후 3:56:46,남,31,고등학교 졸업,,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),2~4시간 미만,단순한 시간 소모,4,1,2,1,1,1,5,1,5,4,5,5,2,3,5,5,5,5,5,5,3,3,3,3,3,5,5,5,1,2,5,5,5,3,3,3,3,3,3,3,3,5,5,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2025. 11. 18 오후 3:59:27,남,24,대학교 졸업(전문대학 포함),,,,아니오,페이스북,가끔씩 (2~5회),10분 미만,최신 트렌드 파악,2,1,2,1,1,1,4,2,2,1,1,2,2,3,3,2,3,2,3,3,4,4,4,4,4,2,2,1,1,1,2,3,5,4,4,4,4,4,3,4,4,4,5,3,4,3,3,4,3,3,4,4,4,3,4,4,4,4,4,3
2025. 11. 18 오후 4:24:49,남,21,고등학교 졸업,,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),2~4시간 미만,공통 관심사 기반 친목,9,2,2,1,1,4,5,1,3,2,2,3,2,1,2,4,5,4,3,3,2,4,1,3,4,5,5,3,1,2,4,2,4,3,2,5,3,3,2,2,2,1,1,1,3,3,3,4,2,2,3,3,3,2,3,4,4,2,2,2
2025. 11. 18 오후 4:45:44,남,29,대학교 졸업(전문대학 포함),,,,예,인스타그램,필요시 검색,10분 미만,최신 트렌드 파악,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,5,1,3,3,3
2025. 11. 18 오후 5:37:36,남,26,대학교 재학(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),30분~1시간 미만,최신 트렌드 파악,10,1,2,1,1,4,5,5,3,4,5,5,4,2,5,4,5,4,4,5,4,4,4,1,5,4,3,1,1,1,5,5,5,4,3,5,5,5,2,2,3,4,3,5,4,4,4,4,3,4,2,5,5,3,3,5,5,3,4,2
2025. 11. 18 오후 6:20:36,남,33,대학원 이상,,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,단순한 시간 소모,4,1,2,1,1,2,4,2,2,2,4,4,3,2,1,1,5,3,3,4,2,4,1,1,2,4,3,3,1,1,4,3,4,2,2,2,2,3,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
2025. 11. 18 오후 7:18:43,남,30,대학원 이상,,,,예,인스타그램,가끔씩 (2~5회),30분~1시간 미만,개인의 일상생활/관심사 기록,10,2,2,2,1,4,4,1,1,1,2,2,5,1,1,1,1,4,4,4,4,4,2,1,3,5,4,5,1,1,5,3,4,3,2,4,4,4,2,3,3,4,4,4,2,2,2,2,2,2,1,3,2,2,2,1,1,3,3,1
2025. 11. 18 오후 7:53:08,남,31,대학교 졸업(전문대학 포함),,,,예,인스타그램,거의 습관적으로 자주 (30회 이상),1~2시간 미만,최신 트렌드 파악,5,4,2,2,2,4,2,3,1,1,1,1,5,1,2,4,2,3,3,3,3,3,1,1,4,4,3,4,2,2,4,2,4,2,1,4,4,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,4,2,2,2,2,1
2025. 11. 18 오후 9:11:25,남,31,대학교 졸업(전문대학 포함),,,,예,인스타그램,수시로 접속 (10회 이상),1~2시간 미만,공통 관심사 기반 친목,10,2,2,2,2,2,4,2,2,2,4,4,4,1,4,4,1,2,5,5,4,5,2,3,2,3,4,4,2,2,5,3,2,3,2,4,4,4,4,3,2,4,4,4,4,2,1,1,1,2,3,3,3,3,2,5,5,3,2,2
2025. 11. 18 오후 9:48:52,남,37,고등학교 졸업,,,,예,인스타그램,가끔씩 (2~5회),10분 미만,최신 트렌드 파악,5,1,2,2,1,4,4,3,3,4,4,4,2,1,4,4,1,3,1,3,2,2,1,1,1,3,3,3,1,1,5,4,5,2,1,2,2,2,3,3,1,1,1,1,1,3,3,3,2,2,3,1,1,1,4,4,5,2,2,1
